0.000000	0.155317	0.340489	-0.042699	0.027612	0.194902	0.131786	0.086963	0.059153	0.089308	-0.003451	-0.025078	-0.099162	-0.200195	-0.211564	0.285259	-0.103894	-0.078466	-0.157183	-0.085847	-0.165086	-0.091397	-0.185030	-0.083535	0.182695	-0.038583	-0.154396	-0.169279	-0.093085	-0.241620	0.078646	0.145458	0.027716	-0.111869	-0.114761	-0.035593	-0.082975	0.239643	-0.001698	0.043698	-0.029136	0.118823	-0.027347	-0.027150	-0.056522	-0.193516	-0.197777	-0.147811	0.213542	-0.003205	0.506853	0.283322	0.049898	-0.079593	0.152050	0.268515	0.099434	0.030225	0.053686	-0.021173	-0.057148	-0.108689	-0.180731	-0.185181	-0.207026	-0.203715	0.118364	-0.145466	-0.160896	-0.091383	-0.153385	-0.124296	-0.187793	0.008471	-0.102411	0.044509	-0.113959	-0.210711	0.071176	0.083514	-0.141131	-0.066016	-0.036594	-0.110064	-0.173696	-0.217754	-0.073577	-0.134932	-0.041085	-0.040383	0.061354	0.173439	-0.018431	0.134615	-0.002841	-0.014001	-0.181668	-0.157107	0.214522	0.022447
0.155317	0.000000	0.432146	0.453322	0.517182	0.331171	0.266069	0.456892	0.297258	-0.049151	-0.041132	-0.024083	0.007953	0.002688	-0.035158	0.448421	0.010325	0.178971	0.037175	0.012263	0.028662	-0.036005	-0.010796	-0.079775	-0.041063	-0.066150	-0.078404	-0.142472	-0.034594	-0.105300	-0.061371	0.021175	0.047772	-0.033750	-0.038593	0.017240	-0.109373	0.021052	0.007623	0.003089	-0.129760	-0.082972	-0.077205	-0.089502	-0.069848	-0.123600	-0.095372	-0.095231	0.117692	-0.066414	0.222327	0.666308	0.346454	0.390730	0.431556	0.279387	0.425624	0.356212	-0.072939	-0.054539	-0.012744	0.002750	-0.024754	0.000107	0.026821	-0.038753	0.064786	0.039305	-0.019033	0.143421	0.017671	-0.026496	-0.013377	-0.001573	-0.036658	-0.066841	-0.026639	-0.079925	-0.065057	-0.000443	-0.133580	-0.160601	-0.086996	-0.054271	-0.090068	-0.138458	-0.073147	-0.142043	0.019216	-0.150264	-0.001288	0.001329	-0.003649	-0.065947	-0.099647	-0.099693	-0.114376	-0.110021	0.120527	-0.063560
0.340489	0.432146	0.000000	-0.051451	0.197353	0.595947	0.330253	0.440121	0.439279	0.087212	0.149583	0.139158	0.093899	-0.042997	-0.103233	0.213262	0.099949	0.132732	0.035651	-0.013077	-0.001535	0.052102	-0.081213	0.088620	0.130377	0.099875	-0.048315	-0.102550	0.029743	-0.164077	-0.075609	-0.137308	-0.228270	0.013661	0.015897	0.087136	-0.068178	0.041451	-0.000187	0.132037	-0.001126	0.105256	0.069461	-0.051299	-0.036076	-0.142729	-0.146311	-0.138173	0.345099	0.059575	0.182517	0.562829	0.011011	-0.082676	0.552830	0.643795	0.363234	0.425535	0.080012	0.130088	0.105129	0.076170	-0.003020	-0.026909	-0.046240	-0.099257	0.160735	0.078311	0.001086	0.103914	-0.008432	0.051333	-0.069695	0.126505	0.083691	0.151874	0.019496	-0.120566	-0.084797	-0.144396	-0.058937	-0.082255	-0.015042	0.007369	-0.077750	-0.189971	-0.068526	-0.125143	0.083129	0.024880	-0.187658	0.136643	0.009436	0.062879	0.065087	-0.066235	-0.140271	-0.143360	0.327265	0.080526
-0.042699	0.453322	-0.051451	0.000000	0.536841	-0.015083	0.082906	0.197233	0.034889	-0.171209	-0.153095	-0.110470	-0.026647	0.141476	0.152531	0.316719	-0.048958	0.119734	0.081178	0.029531	0.109506	-0.092093	0.153848	-0.137461	-0.186411	-0.143749	-0.049748	-0.080243	-0.023000	0.091339	-0.033298	0.222421	0.319432	-0.027391	-0.068250	-0.055734	-0.074783	0.006403	0.018256	-0.098668	-0.144245	-0.188359	-0.162578	-0.047679	-0.053363	0.002669	0.077232	0.053081	-0.098883	-0.099105	0.136061	0.277923	0.496615	0.734133	0.080051	-0.074309	0.248217	0.087679	-0.208424	-0.132169	-0.084354	-0.017968	0.060671	0.088696	0.150842	0.146039	-0.036985	0.021749	-0.002681	0.066086	0.071862	-0.067957	0.107635	-0.110026	-0.110496	-0.190022	-0.004529	0.070375	-0.032165	0.230361	-0.115209	-0.171382	-0.135988	-0.091392	-0.059979	0.034872	-0.032883	-0.091627	-0.028678	-0.214975	0.186243	-0.159561	-0.023833	-0.161687	-0.186941	-0.053634	0.002035	0.031882	-0.080079	-0.115803
0.027612	0.517182	0.197353	0.536841	0.000000	0.307907	0.088791	0.309464	0.283353	-0.087674	-0.067321	-0.065629	-0.011867	0.055085	0.037752	0.225003	-0.030903	0.110472	0.020051	0.070409	0.053069	-0.056479	0.049422	-0.100226	-0.137710	-0.095786	-0.042085	-0.059030	0.003325	-0.016477	-0.077969	0.030589	0.125177	-0.010695	-0.036367	0.070262	-0.020172	-0.055129	-0.005891	-0.080355	-0.085858	-0.123849	-0.111837	-0.023360	-0.032242	-0.054643	-0.006765	-0.016810	0.089664	-0.020023	0.090236	0.370847	0.317904	0.557638	0.455204	0.157657	0.270045	0.280828	-0.107992	-0.076366	-0.037620	-0.021186	0.017911	0.021753	0.057544	0.025699	0.009135	-0.005721	-0.025040	0.073118	0.032089	-0.061817	0.023074	-0.071847	-0.072056	-0.122337	0.005533	-0.024289	-0.081101	0.018975	-0.127243	-0.111323	-0.087655	-0.068887	-0.064093	-0.051549	-0.004780	-0.101607	0.051189	-0.151379	0.056530	-0.133879	-0.027637	-0.109806	-0.133589	-0.064880	-0.061587	-0.035460	0.090952	-0.040409
0.194902	0.331171	0.595947	-0.015083	0.307907	0.000000	0.368689	0.502058	0.625323	0.188144	0.170393	0.129858	0.138183	0.001208	-0.063122	0.126730	0.107159	0.161032	0.052730	0.065182	0.020772	0.071302	-0.063091	0.075906	0.140348	0.092178	-0.033142	-0.067887	0.094958	-0.138349	-0.072494	-0.166528	-0.208285	0.035347	0.036879	0.188521	-0.005800	0.025295	0.085356	0.202701	0.038048	0.080944	0.067454	-0.016758	-0.013536	-0.136596	-0.124751	-0.114692	0.522059	0.134188	0.067009	0.414595	0.005356	-0.013265	0.726009	0.743388	0.382923	0.533918	0.175390	0.130140	0.108138	0.108382	0.044657	0.003284	-0.017646	-0.067347	0.219778	0.090580	0.012470	0.117247	0.015802	0.067883	-0.062388	0.180340	0.073642	0.136612	0.077113	-0.096366	-0.080655	-0.187341	-0.083445	-0.068346	-0.020092	0.014255	-0.069279	-0.172281	0.003830	-0.098474	0.168082	0.032143	-0.161955	0.144258	0.110361	0.058871	0.050058	-0.037659	-0.139654	-0.127772	0.491079	0.150680
0.131786	0.266069	0.330253	0.082906	0.088791	0.368689	0.000000	0.531370	0.400302	0.230973	0.126431	0.123394	0.078726	-0.028659	-0.090735	0.316906	0.127856	0.190231	0.066770	0.059788	0.030305	0.065415	-0.041499	0.147142	0.159279	0.041006	-0.045378	-0.126492	0.057070	-0.150610	-0.014316	-0.107021	-0.129497	0.035089	0.024528	0.093668	-0.055069	0.137649	0.193709	0.460088	0.150005	0.091351	0.088241	0.007384	0.008630	-0.092744	-0.105314	-0.086291	0.297346	0.110224	0.078732	0.322441	0.212441	0.023634	0.329933	0.363855	0.476918	0.392973	0.158301	0.073150	0.077295	0.047288	-0.035813	-0.036297	-0.020723	-0.098382	0.476209	0.089930	-0.000008	0.114694	0.019846	0.070301	-0.055255	0.350038	0.088848	0.083324	0.035200	-0.111495	-0.028651	-0.126540	-0.079426	-0.092304	-0.001479	0.002330	-0.074976	-0.151172	-0.035133	-0.145544	0.103034	0.106514	-0.106846	0.174787	0.216866	0.083845	0.076158	0.013198	-0.081646	-0.105035	0.282061	0.126636
0.086963	0.456892	0.440121	0.197233	0.309464	0.502058	0.531370	0.000000	0.657388	0.114482	0.113549	0.107519	0.101417	0.038606	-0.041265	0.256801	0.172815	0.413765	0.136971	0.084125	0.122703	0.085833	0.008145	0.073066	0.042088	0.035784	-0.039455	-0.108140	0.072954	-0.118402	-0.076255	-0.179927	-0.174579	0.116600	0.037084	0.156388	-0.062618	-0.019324	0.055565	0.203302	0.030459	0.015900	0.011529	-0.046078	-0.015265	-0.120412	-0.125648	-0.101897	0.275053	0.044044	0.051267	0.486366	0.189721	0.143957	0.534537	0.480036	0.710269	0.720866	0.091964	0.095367	0.085455	0.082028	0.025445	0.044542	0.062712	-0.048271	0.270670	0.183023	0.110825	0.341101	0.103321	0.105827	0.027394	0.184224	0.091914	0.070331	0.070978	-0.084428	-0.088732	-0.195207	-0.077870	-0.096651	-0.013983	0.035079	-0.050096	-0.148281	-0.039675	-0.128944	0.151870	0.001973	-0.169823	0.060138	0.067044	0.000437	-0.000564	-0.054734	-0.111736	-0.105269	0.287722	0.055446
0.059153	0.297258	0.439279	0.034889	0.283353	0.625323	0.400302	0.657388	0.000000	0.212846	0.171626	0.134745	0.124360	0.039594	-0.022772	0.095732	0.125995	0.257458	0.080488	0.109700	0.080935	0.046439	-0.030251	0.084126	0.063841	0.035528	-0.014148	-0.072004	0.108668	-0.106229	-0.044457	-0.187301	-0.174664	0.070190	0.019570	0.298434	-0.004383	-0.003846	0.073870	0.210513	0.094826	0.051256	0.021936	0.010631	0.015449	-0.091535	-0.115708	-0.093851	0.372817	0.131697	-0.004139	0.354703	0.065426	0.046280	0.591264	0.609977	0.505954	0.767284	0.192319	0.143412	0.116132	0.105148	0.056916	0.053795	0.036483	-0.028675	0.295103	0.128803	0.030178	0.205035	0.068920	0.054025	-0.022572	0.208529	0.095970	0.084919	0.093810	-0.078432	-0.061052	-0.193853	-0.091107	-0.035392	-0.003381	0.004347	-0.043278	-0.161254	0.005818	-0.105965	0.232909	0.082235	-0.160881	0.072557	0.099800	0.019843	0.017538	-0.019108	-0.098564	-0.098475	0.380065	0.129756
0.089308	-0.049151	0.087212	-0.171209	-0.087674	0.188144	0.230973	0.114482	0.212846	0.000000	0.357708	0.316029	0.098476	-0.117988	-0.141518	0.046868	0.040327	-0.104296	-0.105078	-0.127813	-0.106419	0.035198	-0.185242	0.230100	0.512992	0.132295	-0.092238	-0.032252	0.037239	-0.150348	0.112524	-0.040552	-0.107093	-0.050078	-0.017225	-0.019102	0.020531	0.235098	0.210458	0.389659	0.040965	0.250663	0.128531	0.058449	0.029891	-0.167881	-0.214098	-0.194381	0.120460	0.003052	0.010185	0.006429	-0.088903	-0.184749	0.130234	0.207862	0.078525	0.119417	0.638906	0.230258	0.221432	0.038746	-0.067176	-0.124654	-0.161883	-0.152191	0.198091	-0.056842	-0.110573	-0.130653	-0.136849	0.003664	-0.188535	0.336930	0.165162	0.301681	0.021228	-0.087809	0.093623	-0.105332	-0.061042	-0.075578	0.099598	0.002653	-0.075804	-0.214087	0.028872	-0.048217	-0.046861	0.111450	-0.084791	0.296408	0.278773	0.224567	0.168439	0.059771	-0.158791	-0.204691	0.133515	0.040009
